pid,size,2017-10-01,2017-10-02,2017-10-03,2017-10-04,2017-10-05,2017-10-06,2017-10-07,2017-10-08,2017-10-09,2017-10-10,2017-10-11,2017-10-12,2017-10-13,2017-10-14,2017-10-15,2017-10-16,2017-10-17,2017-10-18,2017-10-19,2017-10-20,2017-10-21,2017-10-22,2017-10-23,2017-10-24,2017-10-25,2017-10-26,2017-10-27,2017-10-28,2017-10-29,2017-10-30,2017-10-31,2017-11-01,2017-11-02,2017-11-03,2017-11-04,2017-11-05,2017-11-06,2017-11-07,2017-11-08,2017-11-09,2017-11-10,2017-11-11,2017-11-12,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17,2017-11-18,2017-11-19,2017-11-20,2017-11-21,2017-11-22,2017-11-23,2017-11-24,2017-11-25,2017-11-26,2017-11-27,2017-11-28,2017-11-29,2017-11-30,2017-12-01,2017-12-02,2017-12-03,2017-12-04,2017-12-05,2017-12-06,2017-12-07,2017-12-08,2017-12-09,2017-12-10,2017-12-11,2017-12-12,2017-12-13,2017-12-14,2017-12-15,2017-12-16,2017-12-17,2017-12-18,2017-12-19,2017-12-20,2017-12-21,2017-12-22,2017-12-23,2017-12-24,2017-12-25,2017-12-26,2017-12-27,2017-12-28,2017-12-29,2017-12-30,2017-12-31,2018-01-01,2018-01-02,2018-01-03,2018-01-04,2018-01-05,2018-01-06,2018-01-07,2018-01-08,2018-01-09,2018-01-10,2018-01-11,2018-01-12,2018-01-13,2018-01-14,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31
14654,36,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
14654,"36,5",,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
14656,"40,5",,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14656,41,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14656,42,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
14656,"42,5",,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
14656,44,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
14656,"44,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14656,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14656,46,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14658,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14659,L ( 42-46 ),1,4,1,4,1,1,1,2,4,5,6,2,,1,4,3,6,7,9,5,4,6,2,8,7,5,15,2,1,2,18,14,1,5,14,1,2,4,6,2,4,4,10,4,4,3,5,5,10,9,2,6,8,16,41,13,24,20,16,17,6,3,4,5,9,16,35,34,18,12,9,5,8,9,2,1,2,11,6,6,2,1,3,1,,2,6,6,8,4,5,3,,3,,8,4,1,,,,,,,1,,,,,7,2,,2,2,3,3,5,2,2,2,3,8,12
14659,M ( 38-42 ),1,5,4,1,,2,,4,1,2,1,1,3,4,6,6,5,7,2,3,10,2,4,3,1,6,4,2,6,3,5,6,2,7,7,5,1,4,6,2,2,11,,2,8,3,2,5,5,3,13,,1,3,28,8,12,23,14,9,8,3,,4,5,12,22,4,1,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,4,1,,2,1,,,,,,,,,,,1,2,3,2,2,4,2,4,,1,3,8,8
14659,S ( 34-38 ),,2,1,,,,,1,2,,3,,,,2,1,,1,,,,,,,,,,,,,,3,,,,1,,,1,,1,1,,1,2,,,,,,2,1,,,1,,1,1,,3,,,1,3,,,2,1,1,,2,1,,6,2,2,2,2,1,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,1,,,,1,,,,,1,,,,,
14659,XL (46-50 ),,,,,,,,,2,,1,2,,1,,,,,1,,,1,,,,3,6,,6,,4,,2,1,2,,,,,,,2,2,,,2,,,,,,,2,3,3,,3,1,1,4,1,,,,2,1,3,3,2,,,1,,2,1,,,,1,,,,,2,,,,,,,1,,,,1,2,,,,,,,1,,,,1,1,,,,,1,,3,,,,,,,1,
14659,XS ( 30-34 ),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
14661,L,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,6,,,,,,1,,1,,,,,,,,10,,,,,,
14661,M,,,,1,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,1,,,,,,,,,,,,,,10,,
14661,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,23,,
14663,2XL,,,,,,,,,,,1,,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,2,,1,,,,1,1,1,,,,,1,,,,1,2,3,,,,,,,1,,2,,,,1,,2,,,,,,1,1,3,1,1,,,,,,,,,,2,,,,,,,1,,,,,,2,,,2,,,,3,1
14663,L,,1,2,,2,1,1,1,,1,3,1,,2,,,1,2,5,,1,,2,,3,1,,1,,,2,6,6,2,6,1,2,2,2,5,,1,1,6,1,2,1,12,2,,2,,1,3,19,3,9,3,5,4,1,,6,7,7,4,4,6,10,,2,,3,7,1,1,3,4,5,4,5,,1,,1,,,7,8,6,7,5,5,3,7,6,4,8,4,9,4,5,2,3,3,2,1,11,6,3,5,2,3,2,4,9,1,1,2,5,5,16,38
14663,M,1,,4,2,,,,3,1,2,2,2,,1,,2,3,3,16,,,3,1,3,,,,,2,2,1,3,,1,18,2,1,3,3,1,3,4,1,1,2,1,2,19,,4,,3,3,6,21,6,9,11,4,4,2,1,1,5,5,6,16,10,11,,4,2,5,7,4,2,,10,2,,2,4,2,,2,1,1,9,7,13,12,8,3,6,5,7,6,2,5,9,5,2,5,1,2,,,2,4,1,2,3,,3,,,,,2,1,,1,
14663,XL,,,,1,,1,,,,,,,1,,,,2,,2,,,,1,,4,1,,,1,,,,3,,1,1,,,1,3,,,1,1,,,,8,,,,4,,1,8,1,6,2,1,2,,2,,,2,2,3,8,,,1,1,2,1,1,1,1,3,1,1,,5,1,,,,,1,5,2,3,2,3,3,5,,,2,3,4,,2,1,2,5,,1,1,2,1,1,1,1,1,2,3,1,1,,,1,5,10
14664,"38,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
14665,164/176,,,3,,,,1,,3,,,,,,,,,,,,,,3,,1,2,,2,,,,1,,,1,,1,1,1,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,
14669,L,,,,,1,,,,,7,,,,,,,,,1,,,,2,3,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,7,,,,,,,,3,,,,1,,,,,1,,,,,,
14669,M,,,,,,,,,10,6,2,,,,,,,1,,,,,1,16,,,,8,1,,,,,,1,1,,,,,,,,,,,1,,,,,,,,4,,,2,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,7,,8,,1,,,,,1,4,,,,,,,,,,,,,,1,
14669,S,,,,,,,,,,1,,,,,,,,,,,,,,4,,,3,12,,,,,,,1,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,7,,,,,,,,,,,,,,,
14669,XL,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,1,,,2,,5,,,,,,,,1,,,,,,,,,,,,,,,
14672,40 2/3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14672,41 1/3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,3,2,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,
14672,42 2/3,,1,1,,,,,,,,,,,1,,,,,1,,,1,,,,3,,,,1,,2,,,,,,,,,,,1,,,1,1,,,,,,,3,,,,1,1,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1
14672,43 1/3,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,1,2,,,,1,,,1,,,,,,,2,1,,2,,,,,,,1,,2,1,1,,,1,,1,2,,1,1,,,1,,,1,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,1,1
14672,44,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,3,,,1,,,,,,,,1,1,,,1,,1,2,,,2,1,,1,,1,,1,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,,,,,,,1,,,,,1,,,,1
14672,44 2/3,,,,,,,,,,1,,,2,,,,1,,1,,,,,,,,,,,,2,,,,1,,1,,,,1,2,,,,,1,,,2,1,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,
14672,45 1/3,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,1,,1,2,,,,4,1,,1,,,,1,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,
14672,46 2/3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,1,,1,
14672,47 1/3,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
14674,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,
14674,42 2/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,,,
14674,43 1/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,
14674,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14675,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,2,,,1
14675,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,
14676,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14678,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14680,128,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14687,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14687,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
14687,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
14688,L,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,8,1,,,,,,,,,1,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
14688,S,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
14688,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,1,,,,1,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14689,140,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14692,L,,,,,,,,,,,,,,1,,1,,,,,8,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
14692,M,,,,,,,,,,1,,,,1,,,,,,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,2,,,,,1,1,,1
14692,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
14699,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14703,L ( 42-46 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,1,,,,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
14703,M ( 38-42 ),,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14704,39 1/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14704,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
14704,40 2/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
14704,41 1/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14704,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
14704,42 2/3,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
14704,43 1/3,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,1
14704,44,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,1,,,1,1
14704,44 2/3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,2
14704,45 1/3,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
14704,46 2/3,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1
14704,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
14705,L,3,2,,2,,1,1,3,,2,3,2,1,1,1,10,8,4,10,7,12,8,3,4,1,1,,,,1,4,6,1,,8,2,1,4,2,,5,4,4,,3,2,2,2,1,1,1,4,,2,19,4,2,5,4,,,,,2,,,2,7,1,,2,,,2,2,,1,3,1,2,,1,3,,,,,1,3,3,2,,,2,1,,1,1,1,1,,1,3,2,,,7,2,10,4,2,1,4,5,2,4,,,,,,,7
14705,M,,2,4,4,4,3,1,5,2,4,1,,,1,,10,6,7,13,3,7,1,1,,2,,1,,2,,4,,3,1,,,,,,1,,1,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,1,2,2,1,,,,1,,,,1,,2
14705,S,,1,,1,2,1,,2,,,1,,1,,,1,3,1,2,,,2,4,,4,2,2,1,,,2,1,,1,2,,1,1,,1,1,1,,1,,,2,1,,,,,1,1,6,,,,,,,,,1,,,1,4,1,,,1,1,,,1,,,1,,1,,,,,1,,,,,,,,,,,,,,1,,3,,,,,,1,1,,1,3,,3,2,2,,,,,1,,
14705,XL,,,1,2,1,,,1,,1,2,,,1,,5,5,6,2,1,1,1,,2,1,,,,,,,,,,1,3,,,4,,,,2,,,,,,,,,2,,,2,5,1,2,1,,,,,1,2,1,2,1,2,,,2,1,,,,1,,,1,,,,,,,,,1,1,,,,,,,,,,,1,,3,,,,,,,,1,2,,,,1,,,,,,,1
14708,M/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
14715,L,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
14715,M,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
14715,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14718,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
14718,L,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,2,,,,1,,,,,,,2,,,,,,1,,,1,1,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
14718,M,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,2,,,,1,,,,,,1,1,,,,,,1,,,,1,,
14718,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14718,XL,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,1,,,,,2,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14719,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2
14719,M,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,2
14720,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14720,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,5,,,,,,,,3,3,,
14720,M,,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,1,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,7,7,,
